sep=,
DeviceTag:,DEMO6_2,,,,,,,,,,,,,,,,,
FirmwareVersion:,1.9.1,,,,,,,,,,,,,,,,,
AppVersion:,2023.6.1,,,,,,,,,,,,,,,,,
SyncStatus:,Synced,,,,,,,,,,,,,,,,,
OutputRate:,60Hz,,,,,,,,,,,,,,,,,
FilterProfile:,General,,,,,,,,,,,,,,,,,
Measurement Mode:,Sensor fusion Mode - Complete (Quaternion),,,,,,,,,,,,,,,,,
StartTime:,2025-02-09 22:14:52.174 -0600,,,,,,,,,,,,,,,,,
 2025,,,,,,,,,,,,,,,,,,,

PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z
65, 469435431, 0.37009355, 0.58790207, 0.47322267, -0.5417232, -0.021743787, -0.13231006, 0.03183174
66, 469452098, 0.37001052, 0.5877607, 0.47321588, -0.54193926, 0.1364968, -0.09434817, 0.021060944
67, 469468765, 0.37003076, 0.587533, 0.4733308, -0.54207194, 0.30032688, -0.076720595, -0.057314873
68, 469485432, 0.37018177, 0.5872022, 0.47365096, -0.5420477, 0.37389773, -0.09841946, -0.098153114
69, 469502099, 0.37043735, 0.5868037, 0.47417423, -0.54184693, 0.3043328, -0.06173942, -0.10511303
70, 469518766, 0.37078798, 0.5864011, 0.47478878, -0.54150486, 0.16647469, -0.019998375, -0.10986042
71, 469535433, 0.3710753, 0.5860978, 0.4753432, -0.5411497, -0.013252083, 0.0016877464, 0.010629654
72, 469552100, 0.37135008, 0.58579355, 0.4758142, -0.5408767, -0.119016625, -0.15404133, 0.00825119
73, 469568767, 0.3717154, 0.5854031, 0.47637933, -0.540551, -0.16951993, -0.22531693, 0.011890411
74, 469585434, 0.37211356, 0.58492076, 0.47697982, -0.5402697, -0.2317675, -0.15522237, 0.005760193
75, 469602101, 0.37244302, 0.58447796, 0.47756767, -0.5400025, -0.28633752, -0.1071881, 0.015342712
76, 469618768, 0.37272376, 0.5840647, 0.47805303, -0.5398264, -0.33656168, -0.11754658, 0.020774841
77, 469635435, 0.37292323, 0.5837475, 0.4784019, -0.53972274, -0.28754985, -0.10529204, -0.01564598
78, 469652102, 0.3730536, 0.5835245, 0.47860953, -0.5396896, -0.21520486, -0.08196913, -0.02867508
79, 469668769, 0.37310782, 0.58343273, 0.47868764, -0.5396821, -0.114113644, -0.14063682, -0.028465271
80, 469685436, 0.37323806, 0.58331436, 0.47877684, -0.5396407, -0.10832511, -0.15413542, -0.08357906
81, 469702103, 0.37336123, 0.58328557, 0.47879872, -0.5395673, -0.0906307, -0.09682783, -0.02004242
82, 469718770, 0.37339923, 0.58334494, 0.47870162, -0.53956306, -0.15406424, -0.10539955, -0.05427456
83, 469735437, 0.37337357, 0.583477, 0.47856057, -0.53956306, -0.13436347, -0.12808163, -0.04805374
84, 469752104, 0.3732957, 0.58366394, 0.478336, -0.53961384, -0.1421281, -0.15681624, -0.033589363
85, 469768771, 0.37323835, 0.5838185, 0.4781797, -0.5396248, -0.13511078, -0.16117698, -0.021913528
86, 469785438, 0.37313747, 0.5840077, 0.47795016, -0.5396933, -0.055434342, -0.11759441, -0.032935143
87, 469802105, 0.37303895, 0.5842225, 0.47773606, -0.5397186, -0.036785316, -0.094549336, -0.06409645
88, 469818772, 0.37292904, 0.5844534, 0.4775175, -0.539738, -0.010589373, -0.12305997, -0.03470707
89, 469835439, 0.3728467, 0.5846509, 0.47736412, -0.5397166, 0.060580503, -0.1569973, -0.014087677
90, 469852106, 0.3728397, 0.5847734, 0.47731775, -0.5396296, 0.017749388, -0.1829762, -0.009863853
91, 469868773, 0.37281746, 0.5848959, 0.47728017, -0.5395456, 0.0350475, -0.11602736, 0.013742447
92, 469885440, 0.37286824, 0.5849874, 0.47729412, -0.5393988, 0.015026776, -0.113217585, -0.051753998
93, 469902107, 0.37291503, 0.5850857, 0.47730175, -0.5392531, -0.026399115, -0.08842128, -0.056798935
94, 469918774, 0.37295336, 0.5851745, 0.47732434, -0.5391102, -0.10610965, -0.1246905, -0.018829346
95, 469935441, 0.37297884, 0.5852646, 0.4773515, -0.5389707, -0.14451934, -0.12737355, -0.002483368
96, 469952108, 0.3729778, 0.5853433, 0.4773569, -0.538881, -0.15984964, -0.14917187, -0.0018444061
97, 469968775, 0.37291005, 0.5854542, 0.47730199, -0.5388561, -0.16194084, -0.113212444, 0.009926796
98, 469985442, 0.37285352, 0.5855363, 0.47726637, -0.5388377, -0.15630731, -0.12026025, 5.044937E-4
99, 470002109, 0.37273148, 0.58564484, 0.4771813, -0.53887945, -0.1128242, -0.1657429, -0.012593269
100, 470018776, 0.3726757, 0.58570117, 0.47708663, -0.5389406, -0.056304477, -0.13568063, 0.012853622
101, 470035443, 0.37254003, 0.5858273, 0.47691977, -0.5390452, -0.021935673, -0.09848271, 0.015433311
102, 470052110, 0.37242156, 0.585973, 0.4767523, -0.53911674, -0.053294986, -0.13717727, 0.0032014847
103, 470068777, 0.372275, 0.5861593, 0.4765254, -0.5392161, -0.026989972, -0.13539231, -0.025440216
104, 470085444, 0.37216535, 0.5862958, 0.47639164, -0.53926134, -0.0020491667, -0.1136845, -0.049120903
105, 470102111, 0.37206987, 0.5864142, 0.47628552, -0.53929234, -0.020271061, -0.14121728, -8.1157684E-4
106, 470118778, 0.37201056, 0.586505, 0.4761715, -0.53933525, -0.032613445, -0.14369223, -0.013979912
107, 470135445, 0.37194443, 0.58657885, 0.47606018, -0.53939885, 0.016096843, -0.08859853, -0.010427475
108, 470152112, 0.3719107, 0.5866615, 0.47595897, -0.5394215, 0.053560074, -0.08706836, 0.0021715164
109, 470168779, 0.37190238, 0.5867086, 0.47591633, -0.5394134, 0.0043674433, -0.13075732, -0.016929626
110, 470185446, 0.37192613, 0.5866991, 0.47595507, -0.5393732, -0.046315573, -0.1313085, -0.011552811
111, 470202113, 0.37199542, 0.5866455, 0.4760371, -0.5393115, -0.09211829, -0.12430159, -0.020197868
112, 470218780, 0.3720248, 0.58663106, 0.4761016, -0.53924996, -0.06146897, -0.0843149, -0.031196594
113, 470235447, 0.37208602, 0.58662707, 0.47618842, -0.53913546, -0.04380049, -0.12096611, -0.023927689
114, 470252114, 0.37214005, 0.5866239, 0.47628346, -0.5390176, -0.07699787, -0.12470101, -0.04747963
115, 470268781, 0.37230158, 0.5865708, 0.4764565, -0.5388108, -0.07413433, -0.1413867, -0.043333054
116, 470285448, 0.37242618, 0.5865658, 0.4765664, -0.538633, -0.1268721, -0.13927919, -0.012216568
117, 470302115, 0.37254196, 0.58660525, 0.47662348, -0.53845954, -0.111038215, -0.1259368, 0.04456234
118, 470318782, 0.37266245, 0.586663, 0.47666603, -0.5382754, -0.13725662, -0.12482014, 0.020384789
119, 470335449, 0.3727804, 0.58670944, 0.47671583, -0.53809893, -0.1850571, -0.13718599, -0.010130882
120, 470352116, 0.37287265, 0.58675796, 0.47673967, -0.537961, -0.19571733, -0.10920038, -0.0092077255
121, 470368783, 0.37292147, 0.5868046, 0.4767553, -0.5378624, -0.16397603, -0.09601379, -0.013048172
122, 470385450, 0.37291187, 0.58688956, 0.47670835, -0.5378181, -0.1337639, -0.12897256, 4.863739E-5
123, 470402117, 0.3729253, 0.5869373, 0.47669014, -0.5377728, -0.1042945, -0.10475672, 0.026421547
124, 470418784, 0.37294102, 0.58697945, 0.476654, -0.53774804, -0.100586526, -0.12339725, 0.016285896
125, 470435451, 0.3729421, 0.58700436, 0.47660336, -0.5377647, -0.10094203, -0.109792694, -0.0015287399
126, 470452118, 0.37299293, 0.58699703, 0.476545, -0.5377892, 0.012416927, -0.08149752, -0.02955246
127, 470468785, 0.37304655, 0.5869785, 0.47651708, -0.53779703, 0.078414716, -0.076817155, -0.032963753
128, 470485452, 0.37316358, 0.5869128, 0.47657487, -0.53773636, 0.063603856, -0.092016034, -0.052340508
129, 470502119, 0.37320846, 0.58691967, 0.4765955, -0.5376793, 0.0647051, -0.042686056, -0.02708149
130, 470518786, 0.3732286, 0.5869428, 0.47660172, -0.5376348, -0.014439272, -0.1099335, -0.017336845
131, 470535453, 0.3732223, 0.5869538, 0.47662687, -0.53760475, -0.12018616, -0.13591287, 0.015295982
132, 470552120, 0.37319675, 0.5869711, 0.47664028, -0.5375917, -0.14094101, -0.14680867, -0.04159546
133, 470568787, 0.37316525, 0.5870024, 0.47660908, -0.53760713, -0.08812926, -0.1062252, -0.045539856
134, 470585454, 0.37314162, 0.58700955, 0.47662342, -0.5376029, -0.08395236, -0.12166302, -0.07402325
135, 470602121, 0.3730685, 0.58702797, 0.4766421, -0.53761697, -0.14173594, -0.15347874, -0.05733967
136, 470618788, 0.37301382, 0.58703333, 0.47666383, -0.53762984, -0.1397061, -0.14672552, 0.00924015
137, 470635455, 0.37289232, 0.58704984, 0.47668582, -0.5376766, -0.1231448, -0.078400746, 0.046868324
138, 470652122, 0.3725768, 0.5871863, 0.47656703, -0.53785163, -0.15352121, -0.088693514, 0.05619526
139, 470668789, 0.3722465, 0.5873963, 0.4763692, -0.5380261, -0.14809544, -0.083569035, -0.03481388
140, 470685456, 0.37198734, 0.5876855, 0.4760874, -0.53813916, -0.061432984, -0.11800344, -0.11667633
141, 470702123, 0.37169155, 0.58810145, 0.47571978, -0.53821427, -0.03701386, -0.25551197, -0.13206959
142, 470718790, 0.3714869, 0.5884865, 0.47535792, -0.5382543, -0.103084624, -0.27527857, -0.0185709
143, 470735457, 0.37144408, 0.5888068, 0.47512087, -0.538143, -0.13729171, -0.20823696, -0.07085228
144, 470752124, 0.3714358, 0.58908474, 0.47495285, -0.5379929, -0.17369628, -0.17743866, -0.015366554
145, 470768791, 0.3713629, 0.58938015, 0.47476426, -0.5378857, -0.17277138, -7.59944E-4, 0.017894745
146, 470785458, 0.37113455, 0.58984, 0.4744421, -0.53782374, -0.09924109, 0.034426138, 0.008473396
147, 470802125, 0.3708466, 0.59038085, 0.47404087, -0.53778285, -0.08178283, -0.07623044, -0.026872635
148, 470818792, 0.3705903, 0.5909061, 0.4736041, -0.5377673, -0.058211602, -0.17061704, 0.05863285
149, 470835459, 0.3705672, 0.59121615, 0.47340494, -0.53761804, -0.048621554, -0.25878465, 0.039482117
150, 470852126, 0.37060395, 0.59143955, 0.4733062, -0.5374338, -0.12404869, -0.22417523, 0.020147324
151, 470868793, 0.37076294, 0.5915465, 0.47335044, -0.5371673, -0.13175072, -0.047539193, -0.005197525
152, 470885460, 0.37073958, 0.591781, 0.4732459, -0.5370173, -0.13691118, 0.07428252, -0.042301178
153, 470902127, 0.3706625, 0.59209746, 0.47308272, -0.5368656, -0.1827272, 2.7335633E-4, -0.00497818
154, 470918794, 0.37062287, 0.5924417, 0.47283858, -0.5367281, -0.13673294, -0.16292061, 0.013711929
155, 470935461, 0.37071672, 0.59270644, 0.4726261, -0.5365581, -0.11201419, -0.17129609, 0.03745079
156, 470952128, 0.37082428, 0.59293675, 0.47244167, -0.5363917, -0.108999, -0.13731295, -0.0058460236
157, 470968795, 0.37097505, 0.5931261, 0.47227237, -0.5362273, -0.11183895, -0.080668285, -0.01783657
158, 470985462, 0.37110585, 0.59327215, 0.4720798, -0.5361445, -0.11480497, -0.049752865, 0.024898529
159, 471002129, 0.371339, 0.5932855, 0.4720277, -0.5360142, -0.027669227, -0.08340543, 0.03692341
160, 471018796, 0.37154797, 0.59324867, 0.47202367, -0.5359137, 0.08012649, 0.0028390617, 0.019487381
161, 471035463, 0.37178436, 0.59314686, 0.47204894, -0.53584015, 0.2071137, -0.064053446, 0.048387527
162, 471052130, 0.3721847, 0.5930499, 0.47221166, -0.5355262, 0.32377204, -0.10524711, -0.10235405
163, 471068797, 0.37266675, 0.59294575, 0.47241384, -0.5351279, -0.064982034, -0.24533609, -0.19104671
164, 471085464, 0.37272692, 0.5927589, 0.47264838, -0.5350858, -0.70671064, -0.2761668, -0.12883472
165, 471102131, 0.37247995, 0.5924835, 0.47276732, -0.5354576, -0.90045166, -0.034136686, -0.03289509
166, 471118798, 0.372325, 0.59212404, 0.4729446, -0.5358064, -0.2669831, -0.35773203, -0.21443462
167, 471135465, 0.37153006, 0.59163034, 0.47322324, -0.53665656, -1.0946418, -0.35866788, 0.21002102
168, 471152132, 0.37109995, 0.5906698, 0.47364074, -0.5376432, -0.6816098, -0.5459065, 0.0038032532
169, 471168799, 0.36986977, 0.58966494, 0.47474453, -0.5386197, -0.8326021, 0.15002033, 0.48997116
170, 471185466, 0.3685367, 0.5888854, 0.47548154, -0.5397348, 0.165181, -0.7534302, 1.197422
171, 471202133, 0.36776245, 0.58811986, 0.47625574, -0.5404147, 0.4846124, -0.17644449, -0.12893677
172, 471218800, 0.36779433, 0.5880611, 0.47692034, -0.53987074, -0.6542085, -0.75556475, -0.46099663
173, 471235467, 0.37014353, 0.5880118, 0.47666544, -0.53854257, -1.5799675, -0.65968186, -0.29583645
174, 471252134, 0.37265608, 0.588015, 0.47620562, -0.53721106, -2.763664, -0.15030788, 0.30725765
175, 471268801, 0.37397206, 0.587381, 0.4759791, -0.5371909, -3.4808521, -0.95775926, 0.91116524
176, 471285468, 0.37461478, 0.5857881, 0.47635064, -0.5381524, -2.3895016, -0.4405286, 0.38758373
177, 471302135, 0.37511352, 0.5834864, 0.47749525, -0.53928983, -0.53384405, 0.6450451, -0.57860756
178, 471318802, 0.37586576, 0.5810561, 0.47918007, -0.5398952, 1.0282929, 0.4615491, -1.2642536
179, 471335469, 0.37674072, 0.57857984, 0.481329, -0.5400331, 1.0363389, 0.0064394083, -1.1133623
180, 471352136, 0.37729266, 0.5764185, 0.48321864, -0.5402716, 0.20579632, 0.08028295, -0.507741
181, 471368803, 0.37745205, 0.57504135, 0.484065, -0.5408699, 0.40064418, 0.09719752, -0.3092289
182, 471385470, 0.3772039, 0.57423514, 0.48440677, -0.54159313, 0.90224916, 0.15092042, -0.18453598
183, 471402137, 0.37653166, 0.573504, 0.48486736, -0.5424229, 0.5582813, -0.02782267, 0.46410656
184, 471418804, 0.3759659, 0.57250553, 0.4856746, -0.5431476, 0.37632585, -0.297329, 0.43035698
185, 471435471, 0.37579376, 0.5710802, 0.4870744, -0.54351324, 0.31558532, -0.328904, 0.044013977
186, 471452138, 0.37597263, 0.569389, 0.48872417, -0.54368293, -0.1419067, -0.41188967, 0.15740108
187, 471468805, 0.3760772, 0.56769997, 0.49024934, -0.5440036, -0.6433674, -0.4243798, 0.41637707
188, 471485472, 0.37572312, 0.5661934, 0.49140838, -0.5447721, -0.9765833, -0.48240465, 0.66615486
189, 471502139, 0.3749145, 0.56494087, 0.4920906, -0.5460124, -0.73310673, -0.400187, 0.66160107
190, 471518806, 0.37394363, 0.5638736, 0.4925564, -0.54735976, -0.07091753, -0.061460253, 0.21359825
191, 471535473, 0.37291664, 0.56285983, 0.49306405, -0.54864526, 0.29314262, -0.30651674, -0.044211388
192, 471552140, 0.3723656, 0.56161344, 0.49388692, -0.5495558, 0.614141, -0.46814543, -0.27178955
193, 471568807, 0.37230366, 0.5601985, 0.49523696, -0.5498268, 0.6914858, -0.32693306, -0.39819622
194, 471585474, 0.3725049, 0.5588009, 0.49688, -0.5496302, 0.24237119, -0.39745408, -0.3287344
195, 471602141, 0.37258455, 0.5575201, 0.4984685, -0.5494387, -0.7050978, -0.4826142, 0.17588711
196, 471618808, 0.37212285, 0.5563543, 0.4996628, -0.54984844, -1.7808341, -0.6345771, 0.7197542
197, 471635475, 0.3708974, 0.5551832, 0.5004461, -0.55114645, -2.1214073, -0.6398398, 0.7701311
198, 471652142, 0.3694986, 0.5539935, 0.5009884, -0.5527876, -1.5829688, -0.61515886, 0.59346104
199, 471668809, 0.3685008, 0.5525909, 0.50160104, -0.5543, -0.98049647, -0.5928034, 0.017620087
200, 471685476, 0.36747006, 0.5509455, 0.50242287, -0.5558759, -0.8840904, -0.4425077, -0.33368397
201, 471702143, 0.36607698, 0.5491415, 0.50339895, -0.55769384, -0.94620234, -0.49849188, 0.020137787
202, 471718810, 0.36479917, 0.5473031, 0.5043518, -0.55947447, -0.53872526, -0.72866696, 0.7463865
203, 471735477, 0.36381584, 0.54562134, 0.50525975, -0.56093645, -0.7466475, -0.68364525, 0.86747074
204, 471752144, 0.36268634, 0.544458, 0.50569415, -0.5624049, -1.6379124, -0.34602386, 0.66151524
205, 471768811, 0.36114478, 0.54389715, 0.5051954, -0.5643842, -2.0311275, -0.40255633, 0.024539948
206, 471785478, 0.35952127, 0.54347515, 0.5038997, -0.5669797, -1.823801, -0.54971826, -0.4482069
207, 471802145, 0.35736278, 0.5429632, 0.5021269, -0.5703972, -1.7628665, -0.14717579, -0.4672985
208, 471818812, 0.3545794, 0.5423039, 0.49999484, -0.5746188, -1.1472739, 0.22690198, -0.3763218
209, 471835479, 0.35141405, 0.54139954, 0.49830806, -0.5788658, -0.19652735, 0.3453017, -0.06884098
210, 471852146, 0.34841588, 0.5400074, 0.49734628, -0.58279234, 0.64601034, 0.39472198, -0.4752903
211, 471868813, 0.34549066, 0.53827256, 0.49716184, -0.5862853, 1.2904131, 0.52742374, -0.5864763
212, 471885480, 0.34286144, 0.5361508, 0.4975947, -0.58939767, 1.1490217, 0.24322747, -0.052775383
213, 471902147, 0.34035873, 0.5336166, 0.49841493, -0.59244704, 0.6889259, 0.09970332, 0.3809271
214, 471918814, 0.33800524, 0.53078353, 0.49966434, -0.59528035, 0.7625247, -0.05357516, 0.24175072
215, 471935481, 0.33568707, 0.52768284, 0.5013859, -0.5978953, 0.83401376, -0.10249164, -0.11763191
216, 471952148, 0.333198, 0.5244629, 0.50320184, -0.60058916, 0.5046312, -0.08396041, -0.3770609
217, 471968815, 0.33026215, 0.5213142, 0.5046754, -0.6037078, -0.11752434, -0.017930992, -0.52618504
218, 471985482, 0.3270644, 0.5180578, 0.5058356, -0.6072703, -0.5683026, -0.13307694, -0.5025158
219, 472002149, 0.32360053, 0.5145236, 0.5068639, -0.6112602, -0.8361537, 0.089468546, -0.5212383
220, 472018816, 0.31999922, 0.5108227, 0.507891, -0.6153934, -0.61522603, 0.15586151, -0.8366842
221, 472035483, 0.31597644, 0.5072304, 0.5084491, -0.61996555, -0.44915622, 0.08689144, -0.8784189
222, 472052150, 0.3117923, 0.50383854, 0.50833064, -0.62492716, -0.27639645, -0.1499906, -0.38662338
223, 472068817, 0.30771402, 0.50087196, 0.507084, -0.630323, 0.09686604, -0.31796128, -0.48196316
224, 472085484, 0.30397418, 0.49793336, 0.5051325, -0.6360071, 0.4023049, -0.46142316, -0.9526987
225, 472102151, 0.30096757, 0.4948181, 0.5030577, -0.64148927, 0.5980973, 0.03585472, -0.96438503
226, 472118818, 0.2985754, 0.491554, 0.50070846, -0.64693135, 1.0553697, 0.28881976, -0.53821754
227, 472135485, 0.29614156, 0.48799792, 0.4988019, -0.65219384, 1.235776, 0.94755113, 0.065039635
228, 472152152, 0.2930675, 0.48438826, 0.49721596, -0.65746313, 0.96523434, 1.874713, 0.7215624
229, 472168819, 0.28967345, 0.48126194, 0.49543074, -0.6625906, 1.5846735, 2.2554486, 0.38903522
230, 472185486, 0.2862687, 0.47904715, 0.49269888, -0.6676926, 2.9760745, 2.1628737, 0.27739334
231, 472202153, 0.2826603, 0.478202, 0.488815, -0.672672, 4.3194137, 2.16789, 0.27685165
232, 472218820, 0.27895918, 0.47899362, 0.48327854, -0.6776358, 5.2567225, 2.1220493, -0.4873829
233, 472235487, 0.27557272, 0.48189363, 0.47613323, -0.68200946, 6.592418, 2.2824392, -2.2387733
234, 472252154, 0.27429903, 0.48861182, 0.46680823, -0.6841859, 9.089768, 0.8309646, -4.3329234
235, 472268821, 0.27609682, 0.49857458, 0.45485616, -0.68432546, 10.009658, -0.9548435, -5.4631896
236, 472285488, 0.28298476, 0.5088752, 0.43998697, -0.68365103, 10.566244, -2.6988611, -4.1372013
237, 472302155, 0.29685432, 0.5165766, 0.4250784, -0.68142205, 11.384159, -2.4169784, -1.6457291
